SEED,DIST TRAVELLED RANDOM,TIME TAKEN RANDOM,DIST TRAVELLED HEURISTIC,TIME TAKEN HEURISTIC,DIST TRAVELLED OPTIMAL,TIME TAKEN OPTIMAL,NO OF CROSS AISLES,NO OF PICKERS,NO ROWS COLS,NO SKUS
1697022035.385958,1454,3635.0,1010,2525.0,770,1925.0,6,1,7,11
1697022036.557692,1673,2332.5,1004,1255.0,730,1005.0,2,2,3,34
1697022037.629914,2426,1922.5,1928,1320.0,1456,1265.0,3,4,4,28
1697022038.720356,375,937.5,328,820.0,212,530.0,1,1,2,12
1697022039.731401,864,2160.0,786,1965.0,382,955.0,6,1,7,8
1697022040.776774,583,520.0,742,625.0,389,427.5,1,3,2,15
1697022041.776774,654,565.0,760,640.0,228,262.5,3,4,4,5
1697022042.788488,3910,5535.0,2230,2860.0,1917,2550.0,6,2,7,33
1697022044.347735,1029,1415.0,656,820.0,448,670.0,1,2,2,33
1697022045.377265,1816,2540.0,1502,1965.0,814,1100.0,5,2,6,16
1697022046.484091,4255,3920.0,3068,2825.0,1931,2035.0,7,3,8,27
1697022047.880722,1478,1350.0,1642,1385.0,1097,950.0,7,3,8,9
1697022048.969551,1300,930.0,1478,1080.0,850,722.5,3,4,4,19
1697022049.994208,428,620.0,160,200.0,92,115.0,0,2,1,33
1697022050.994208,662,1655.0,688,1720.0,201,502.5,7,2,8,1
1697022052.004216,1957,2510.0,1364,1900.0,1672,2537.5,5,2,6,19
1697022053.152707,1413,3532.5,778,1945.0,670,1675.0,3,1,4,20
1697022054.292544,1264,1112.5,1312,820.0,1285,1002.5,1,4,2,37
1697022055.330765,3521,4530.0,2208,2990.0,2348,3342.5,7,2,8,29
1697022056.970731,2516,6290.0,932,2330.0,996,2490.0,3,1,4,39
1697022058.214366,659,710.0,750,625.0,576,612.5,1,3,2,13
1697022059.214366,1491,2097.5,1318,1745.0,614,900.0,4,2,5,15
1697022060.278967,2057,5142.5,980,2450.0,656,1640.0,7,1,8,13
1697022061.421423,2365,5912.5,1316,3290.0,1316,3290.0,6,1,7,22
1697022062.953249,504,630.0,160,200.0,96,125.0,0,2,1,33
1697022063.964845,2670,6675.0,1402,3505.0,1070,2675.0,5,1,6,23
1697022065.214965,1379,1835.0,656,820.0,678,1172.5,1,2,2,36
1697022066.248824,6406,4585.0,3700,2535.0,2800,1910.0,8,4,9,34
1697022067.658634,280,700.0,80,200.0,48,120.0,0,1,1,20
1697022068.668525,524,1310.0,572,1430.0,352,880.0,7,1,8,2
1697022069.690915,2717,6792.5,1132,2830.0,1580,3950.0,4,1,5,39
1697022071.408661,1165,1615.0,1026,1300.0,607,872.5,3,2,4,15
1697022072.43758,694,1055.0,850,1285.0,394,737.5,6,2,7,5
1697022073.445624,455,707.5,514,845.0,255,325.0,2,2,3,5
1697022074.458452,1464,3660.0,684,1710.0,505,1262.5,5,1,6,8
1697022075.515967,3301,8252.5,1330,3325.0,1812,4530.0,5,1,6,40
1697022077.20378,1264,3160.0,828,2070.0,428,1070.0,6,1,7,8
1697022078.30344,484,1210.0,524,1310.0,242,605.0,4,1,5,4
1697022079.320794,816,630.0,1128,865.0,623,410.0,2,4,3,20
1697022080.342973,1584,3960.0,904,2260.0,726,1815.0,6,1,7,13
1697022081.475849,3015,3057.5,2540,2185.0,1916,1815.0,6,3,7,25
1697022082.742052,905,855.0,1040,1095.0,441,417.5,3,4,4,9
1697022083.742052,3490,2765.0,2444,1790.0,2350,1980.0,4,4,5,32
1697022084.905163,1382,1860.0,1288,1385.0,947,902.5,5,3,6,10
1697022085.956679,4743,4250.0,3228,2735.0,2273,2220.0,8,3,9,29
1697022087.690908,1395,3487.5,916,2290.0,973,2432.5,5,1,6,15
1697022088.912912,2495,2175.0,2256,1545.0,1098,762.5,5,4,6,16
1697022090.004204,700,855.0,876,1040.0,415,510.0,4,4,5,3
1697022091.018195,2506,2355.0,1752,1490.0,1932,1752.5,4,3,5,23
1697022092.105073,1644,1610.0,1598,1345.0,766,660.0,4,4,5,13
1697022093.140263,2896,7240.0,1406,3515.0,1493,3732.5,5,1,6,31
1697022094.895424,6186,6585.0,3374,2960.0,3149,3130.0,8,3,9,39
1697022096.79316,2288,1690.0,2310,1600.0,1509,1272.5,7,4,8,18
1697022097.9628,3566,3332.5,2426,2160.0,1484,1395.0,4,3,5,40
1697022099.166083,310,335.0,490,420.0,161,157.5,1,4,2,8
1697022100.166083,5017,3915.0,3674,2480.0,2705,2110.0,8,4,9,28
1697022101.650581,2339,5847.5,1156,2890.0,1281,3202.5,5,1,6,30
1697022103.181198,996,980.0,1148,1110.0,594,687.5,5,4,6,3
1697022104.221385,1817,4542.5,1192,2980.0,1061,2652.5,6,1,7,20
1697022105.509958,284,390.0,340,430.0,174,227.5,1,2,2,5
1697022106.509958,1040,1460.0,1288,1790.0,594,747.5,7,2,8,5
1697022107.534396,2452,6130.0,1364,3410.0,922,2305.0,6,1,7,20
1697022108.903517,4012,5395.0,2238,2810.0,2423,3555.0,8,2,9,27
1697022110.714839,4736,5045.0,2938,2720.0,4064,4232.5,7,3,8,31
1697022112.307647,3544,8860.0,1234,3085.0,1693,4232.5,5,1,6,33
1697022114.023728,5529,4115.0,3890,2570.0,3935,2605.0,8,4,9,34
1697022115.664615,3448,4860.0,2244,2825.0,1429,1995.0,8,2,9,18
1697022117.009682,2376,5940.0,1342,3355.0,1349,3372.5,5,1,6,28
1697022118.48289,978,1025.0,1064,1055.0,559,517.5,3,3,4,9
1697022119.497878,6285,4990.0,4106,2665.0,4218,3542.5,8,4,9,39
1697022121.014267,4668,4130.0,2996,2040.0,2287,1597.5,6,4,7,31
1697022122.315832,735,745.0,872,870.0,393,370.0,2,3,3,9
1697022123.330361,360,900.0,334,835.0,148,370.0,2,1,3,5
1697022124.333372,1156,997.5,1156,820.0,632,532.5,1,4,2,25
1697022125.346084,2594,2370.0,2168,1940.0,1159,1042.5,6,3,7,17
1697022126.461642,330,480.0,432,620.0,278,392.5,3,4,4,3
1697022127.461642,1615,2337.5,1216,1540.0,1042,1620.0,4,2,5,18
1697022128.530813,3135,7837.5,1198,2995.0,1604,4010.0,4,1,5,38
1697022130.169609,1196,1245.0,1380,1310.0,743,702.5,5,3,6,5
1697022131.1949,786,1965.0,616,1540.0,422,1055.0,4,1,5,8
1697022132.234242,2558,2375.0,1870,1805.0,1191,1055.0,4,3,5,28
1697022133.383014,495,1237.5,356,890.0,180,450.0,2,1,3,6
1697022134.395733,3682,3490.0,2284,2170.0,1570,1570.0,5,3,6,31
1697022135.610634,3558,8895.0,1202,3005.0,1562,3905.0,4,1,5,40
1697022137.33131,4255,10637.5,1660,4150.0,1956,4890.0,8,1,9,25
1697022139.677799,1650,1752.5,1434,1285.0,846,767.5,4,3,5,18
1697022140.744616,2980,2387.5,2486,1775.0,1810,1370.0,4,4,5,33
1697022141.906469,1240,3100.0,328,820.0,386,965.0,1,1,2,34
1697022142.94163,2904,2670.0,1910,1605.0,1312,1457.5,5,3,6,23
1697022144.055335,1436,3590.0,328,820.0,374,935.0,1,1,2,39
1697022145.080349,3151,2177.5,2808,1820.0,1501,1050.0,7,4,8,18
1697022146.277827,4598,4960.0,2642,2445.0,3080,3200.0,6,3,7,32
1697022147.690183,1050,2625.0,790,1975.0,563,1407.5,5,1,6,12
1697022148.760343,1439,1815.0,1328,1745.0,1052,1420.0,4,2,5,20
1697022149.871225,2086,5215.0,1134,2835.0,1075,2687.5,5,1,6,21
1697022151.240087,4571,6130.0,2380,3160.0,1932,2415.0,8,2,9,25
1697022152.895025,1951,2625.0,1012,1265.0,1114,1845.0,2,2,3,40
1697022153.998563,118,185.0,240,200.0,70,90.0,0,3,1,3
1697022154.999582,1150,1720.0,1230,1895.0,486,792.5,7,2,8,7
1697022156.059816,5119,4720.0,2780,2440.0,1852,1980.0,7,3,8,31
1697022157.423064,324,810.0,434,1085.0,252,630.0,3,1,4,7
1697022158.438693,4833,3750.0,3410,2305.0,2419,1727.5,7,4,8,32
1697022159.774694,254,340.0,160,200.0,94,125.0,0,2,1,15
1697022160.774694,1366,3415.0,1082,2705.0,1141,2852.5,5,1,6,20
1697022161.984005,2382,3285.0,1502,1985.0,1288,1665.0,4,2,5,25
1697022163.119036,1950,1682.5,1936,1760.0,1292,1190.0,4,3,5,23
1697022164.242412,410,1025.0,436,1090.0,177,442.5,4,3,5,1
1697022165.243977,2091,2782.5,1010,1270.0,1043,1465.0,2,2,3,39
1697022166.348229,1106,1010.0,1232,1120.0,516,432.5,4,4,5,6
1697022167.354385,2023,1540.0,2166,1510.0,2589,2187.5,3,4,4,31
1697022168.452845,3475,3260.0,2142,2020.0,1627,1560.0,4,3,5,39
1697022169.635153,364,535.0,160,200.0,122,195.0,0,2,1,19
1697022170.649668,1288,1550.0,1468,1670.0,565,787.5,7,3,8,5
1697022171.675301,3730,2700.0,2700,1815.0,1515,1115.0,5,4,6,28
1697022172.787766,1368,1475.0,1194,1070.0,820,730.0,2,3,3,20
1697022173.80973,238,595.0,80,200.0,48,120.0,0,1,1,16
1697022174.816846,196,490.0,260,650.0,114,285.0,3,1,4,1
1697022175.820485,70,175.0,80,200.0,42,105.0,0,1,1,2
1697022176.820485,464,1160.0,500,1250.0,44,110.0,7,1,8,1
1697022177.825514,4595,11487.5,1570,3925.0,2169,5422.5,7,1,8,25
1697022179.831474,100,250.0,80,200.0,42,105.0,0,1,1,5
1697022180.831474,1692,4230.0,1162,2905.0,958,2395.0,8,1,9,10
1697022181.968435,1824,4560.0,834,2085.0,656,1640.0,5,1,6,13
1697022183.101606,1247,3117.5,328,820.0,302,755.0,1,1,2,37
1697022184.139074,1858,2355.0,1008,1265.0,903,1140.0,2,2,3,33
1697022185.206348,252,275.0,240,200.0,144,150.0,0,3,1,14
1697022186.206348,1495,1505.0,1328,1115.0,643,605.0,3,3,4,18
1697022187.24536,130,140.0,240,200.0,114,115.0,0,3,1,5
1697022188.246205,2144,1995.0,2010,1785.0,1757,2105.0,6,3,7,13
1697022189.434429,1862,3022.5,1294,1735.0,1216,1815.0,4,2,5,17
1697022190.541876,3004,2835.0,1826,1690.0,1307,1285.0,3,3,4,37
1697022191.669915,280,220.0,320,200.0,194,150.0,0,4,1,14
1697022192.680218,250,280.0,320,200.0,176,145.0,0,4,1,11
1697022193.680218,2090,2285.0,1872,1585.0,1042,1017.5,5,3,6,13
1697022194.735281,1908,1895.0,1604,1345.0,746,707.5,4,3,5,12
1697022195.777564,4190,3092.5,3462,2310.0,3320,2715.0,7,4,8,28
1697022197.21132,1324,3310.0,328,820.0,390,975.0,1,1,2,37
1697022198.255115,2698,2720.0,2304,1865.0,1458,1155.0,6,4,7,17
1697022199.354561,3819,3612.5,2520,2395.0,2259,2672.5,5,3,6,32
1697022200.601074,218,205.0,240,200.0,116,130.0,0,3,1,9
1697022201.606514,2342,1722.5,1858,1265.0,1043,710.0,2,4,3,40
1697022202.670204,1149,2872.5,894,2235.0,695,1737.5,6,1,7,9
1697022203.761105,3516,4697.5,2096,2690.0,1897,2612.5,7,2,8,24
1697022205.182233,4507,11267.5,1560,3900.0,1550,3875.0,7,1,8,28
1697022206.843139,355,372.5,412,410.0,159,157.5,1,4,2,9
1697022207.858222,2968,2380.0,2926,2055.0,1687,1372.5,8,4,9,15
1697022209.077894,4738,6145.0,2124,2905.0,1780,2580.0,6,2,7,29
1697022210.542774,1176,2940.0,328,820.0,483,1207.5,1,1,2,31
1697022211.586392,617,1542.5,428,1070.0,322,805.0,2,1,3,13
1697022212.607502,625,812.5,864,1270.0,329,425.0,3,2,4,7
1697022213.621041,550,1375.0,600,1500.0,162,405.0,8,1,9,2
1697022214.624274,1574,2515.0,1346,1930.0,1067,1542.5,7,2,8,11
1697022215.779845,5773,5052.5,3346,3045.0,2761,2630.0,8,3,9,36
1697022217.635488,608,477.5,824,615.0,338,280.0,1,4,2,10
1697022218.635488,1710,2375.0,1710,2055.0,940,1085.0,8,3,9,7
1697022219.702135,2294,1817.5,1810,1280.0,1169,982.5,3,4,4,29
1697022220.767448,1073,825.0,1192,860.0,594,430.0,2,4,3,13
1697022221.772052,684,840.0,780,840.0,366,387.5,3,3,4,3
1697022222.786151,1843,2487.5,1014,1270.0,914,1285.0,2,2,3,35
1697022223.888385,370,505.0,160,200.0,90,115.0,0,2,1,17
1697022224.891589,1786,2040.0,1806,1695.0,926,947.5,7,3,8,8
1697022225.922698,1876,1510.0,2216,1550.0,1186,885.0,6,4,7,10
