SEED,DIST TRAVELLED RANDOM,TIME TAKEN RANDOM,DIST TRAVELLED HEURISTIC,TIME TAKEN HEURISTIC,DIST TRAVELLED OPTIMAL,TIME TAKEN OPTIMAL,NO OF CROSS AISLES,NO OF PICKERS,NO ROWS COLS,NO SKUS
1697022628.956163,6757,5277.5,4074,2745.0,3309,2140.0,8,4,9,40
1697022630.745182,5855,5660.0,3532,3150.0,4488,4770.0,8,3,9,40
1697022633.123696,7052,4810.0,4296,2810.0,3714,2600.0,8,4,9,40
1697022635.123925,6377,8622.5,2890,3685.0,4845,7975.0,8,2,9,40
1697022638.278143,6658,8492.5,2636,3420.0,2870,3757.5,8,2,9,40
1697022640.579763,4816,12040.0,2172,5430.0,3042,7605.0,8,1,9,40
1697022644.270319,6460,16150.0,2350,5875.0,2724,6810.0,8,1,9,40
1697022647.449773,6581,4805.0,4156,3005.0,3152,2120.0,8,4,9,40
1697022649.402831,5694,5752.5,3588,3475.0,3193,2815.0,8,3,9,40
1697022651.493619,6288,15720.0,2042,5105.0,2742,6855.0,8,1,9,40
1697022655.666451,7075,6375.0,3550,3280.0,3357,3070.0,8,3,9,40
1697022657.938228,6833,9430.0,2760,3485.0,3118,4400.0,8,2,9,40
1697022660.457053,7769,7392.5,3728,3380.0,2883,2720.0,8,3,9,40
1697022662.314943,7587,7185.0,3548,3115.0,3674,3215.0,8,3,9,40
1697022664.648383,7081,6570.0,3596,3190.0,2946,3125.0,8,3,9,40
1697022666.88265,5574,5720.0,3302,3300.0,2988,2745.0,8,3,9,40
1697022668.736338,5775,14437.5,2190,5475.0,2530,6325.0,8,1,9,40
1697022672.20433,6009,6745.0,3490,3005.0,2823,2770.0,8,3,9,40
1697022674.113335,5072,6677.5,3000,3830.0,2444,3120.0,8,2,9,40
1697022675.966981,5989,5485.0,3420,2910.0,3170,3015.0,8,3,9,40
1697022678.242821,5991,14977.5,2186,5465.0,3030,7575.0,8,1,9,40
1697022682.027625,7050,5305.0,4206,2790.0,3060,2440.0,8,4,9,40
1697022683.86102,7203,5112.5,4416,3005.0,3262,2850.0,8,4,9,40
1697022685.774417,7239,5945.0,4324,2945.0,3544,2665.0,8,4,9,40
1697022687.699789,6053,6065.0,3468,3100.0,3332,3360.0,8,3,9,40
1697022690.076196,6155,15387.5,1996,4990.0,2204,5510.0,8,1,9,40
1697022692.67217,6009,15022.5,2186,5465.0,3008,7520.0,8,1,9,40
1697022696.674317,5821,14552.5,1994,4985.0,3146,7865.0,8,1,9,40
1697022700.831659,7142,6710.0,3722,3270.0,4374,4965.0,8,3,9,40
1697022703.098195,6033,15082.5,2182,5455.0,2954,7385.0,8,1,9,40
1697022707.199573,6923,5645.0,4148,2675.0,3319,2675.0,8,4,9,40
1697022709.106123,7043,5575.0,4114,2915.0,2976,2207.5,8,4,9,40
1697022710.759246,4985,6515.0,2706,3460.0,2812,3865.0,8,2,9,40
1697022712.732041,6238,6032.5,3570,3450.0,2980,2675.0,8,3,9,40
1697022714.714957,7161,5240.0,4444,3020.0,3423,2375.0,8,4,9,40
1697022716.5557,7333,5975.0,4348,2935.0,3038,2177.5,8,4,9,40
1697022718.248166,5923,14807.5,2304,5760.0,2862,7155.0,8,1,9,40
1697022721.802582,5001,12502.5,1918,4795.0,2604,6510.0,8,1,9,40
1697022725.40991,6000,5465.0,3550,3030.0,2967,2620.0,8,3,9,40
1697022727.191148,5930,14825.0,2070,5175.0,2438,6095.0,8,1,9,40
1697022730.598192,7197,5050.0,4306,2915.0,3663,3175.0,8,4,9,40
1697022732.436907,6253,6635.0,3560,3065.0,4850,4780.0,8,3,9,40
1697022734.6187,5757,7547.5,2916,3815.0,3423,4525.0,8,2,9,40
1697022737.59358,6369,6490.0,3640,3360.0,4269,4762.5,8,3,9,40
1697022739.736553,5750,5015.0,3648,3310.0,3738,3520.0,8,3,9,40
1697022742.199701,6018,15045.0,1902,4755.0,2608,6520.0,8,1,9,40
1697022745.894639,6746,6672.5,3522,3030.0,3467,3505.0,8,3,9,40
1697022748.296737,6963,5325.0,4034,2860.0,4758,3647.5,8,4,9,40
1697022749.960178,5595,13987.5,2188,5470.0,3152,7880.0,8,1,9,40
1697022754.225933,6451,6672.5,3598,3090.0,3178,3015.0,8,3,9,40
1697022756.472582,5945,3855.0,4256,2850.0,3268,2480.0,8,4,9,40
1697022758.353067,5215,7600.0,2800,3715.0,3064,4575.0,8,2,9,40
1697022760.786413,6890,5085.0,4154,2735.0,4034,2930.0,8,4,9,40
1697022762.708729,6951,17377.5,1838,4595.0,3382,8455.0,8,1,9,40
1697022766.996979,5716,5872.5,3646,3350.0,3305,2960.0,8,3,9,40
1697022769.089968,5540,3695.0,4362,2925.0,3564,2695.0,8,4,9,40
1697022770.934684,5903,4145.0,3988,2640.0,3270,2180.0,8,4,9,40
1697022772.664957,5369,13422.5,1976,4940.0,2494,6235.0,8,1,9,40
1697022775.771756,5475,5987.5,3412,2985.0,4003,4710.0,8,3,9,40
1697022777.622285,7271,6460.0,3612,3205.0,3034,2812.5,8,3,9,40
1697022779.595915,6141,15352.5,2008,5020.0,2658,6645.0,8,1,9,40
1697022783.022523,7562,10085.0,2880,3710.0,4572,7285.0,8,2,9,40
1697022785.677761,6562,4325.0,4150,3070.0,5095,4330.0,8,4,9,40
1697022787.628313,5458,13645.0,2054,5135.0,3085,7712.5,8,1,9,40
1697022791.631499,6333,4255.0,4020,2710.0,3140,2315.0,8,4,9,40
1697022793.375345,6766,5765.0,3382,3130.0,4188,3930.0,8,3,9,40
1697022795.246939,6638,7190.0,3342,2965.0,3182,3135.0,8,3,9,40
1697022797.154638,6825,6382.5,3630,3270.0,3095,3440.0,8,3,9,40
1697022799.220561,7180,5130.0,4284,3045.0,3604,2525.0,8,4,9,40
1697022801.141135,5430,7082.5,2720,3530.0,2440,3245.0,8,2,9,40
1697022803.264815,6359,4505.0,4178,2765.0,3777,2685.0,8,4,9,40
1697022805.198499,6321,4860.0,4296,2900.0,5317,3705.0,8,4,9,40
1697022807.003498,5746,6227.5,3768,3385.0,3617,3195.0,8,3,9,40
1697022809.013365,6958,5595.0,3962,2655.0,3600,2435.0,8,4,9,40
1697022810.946825,5837,5140.0,3760,3405.0,4601,4580.0,8,3,9,40
1697022812.753429,6157,4245.0,4034,2985.0,3005,2510.0,8,4,9,40
1697022814.395233,6489,8392.5,2860,3660.0,3046,4175.0,8,2,9,40
1697022817.297465,5936,14840.0,2046,5115.0,3106,7765.0,8,1,9,40
1697022821.018385,5908,5127.5,3636,3210.0,2487,2182.5,8,3,9,40
1697022822.756856,6255,5925.0,3602,3495.0,3220,3105.0,8,3,9,40
1697022824.677379,7039,6585.0,3996,3195.0,3051,2305.0,8,4,9,40
1697022826.423573,6334,5590.0,3682,3190.0,5608,5650.0,8,3,9,40
1697022829.05093,5582,6310.0,3164,2830.0,3486,3000.0,8,3,9,40
1697022831.36179,6778,9047.5,3028,3885.0,2975,3775.0,8,2,9,40
1697022833.376667,5248,3840.0,4228,2870.0,3982,3505.0,8,4,9,40
1697022835.060258,7118,6715.0,3404,2960.0,3396,3235.0,8,3,9,40
1697022837.058718,6297,6252.5,3394,3165.0,3169,2890.0,8,3,9,40
1697022839.059397,6602,8425.0,3134,4065.0,2894,3690.0,8,2,9,40
1697022841.463502,6931,6697.5,3422,2900.0,3842,4715.0,8,3,9,40
1697022843.575052,5938,14845.0,2072,5180.0,2608,6520.0,8,1,9,40
1697022847.022099,5539,4725.0,3836,2635.0,3137,2385.0,8,4,9,40
1697022848.778295,6400,8492.5,2920,3695.0,3208,4215.0,8,2,9,40
1697022851.437458,5055,6702.5,2816,3535.0,3241,4212.5,8,2,9,40
1697022854.177627,6246,7967.5,2836,3635.0,2658,3730.0,8,2,9,40
1697022856.574834,6110,5955.0,3534,3225.0,3304,3010.0,8,3,9,40
1697022858.633963,5207,6727.5,2808,3640.0,2673,3357.5,8,2,9,40
1697022860.984112,6945,17362.5,2236,5590.0,2552,6380.0,8,1,9,40
1697022865.249005,5937,8685.0,2942,3955.0,4015,6297.5,8,2,9,40
1697022867.30102,6505,8260.0,3012,3845.0,2940,4070.0,8,2,9,40
1697022869.623956,5474,7800.0,2702,3565.0,3147,4030.0,8,2,9,40
1697022872.694865,6707,16767.5,2106,5265.0,2614,6535.0,8,1,9,40
1697022876.428639,5479,13697.5,2012,5030.0,2355,5887.5,8,1,9,40
1697022880.212924,6220,8470.0,2888,3885.0,3242,4245.0,8,2,9,40
1697022882.632493,6638,8805.0,2932,3780.0,3372,4245.0,8,2,9,40
1697022885.716104,6554,5607.5,4418,2960.0,3314,2610.0,8,4,9,40
1697022887.579863,6950,9460.0,2882,3660.0,3102,4195.0,8,2,9,40
1697022890.017062,7079,4875.0,4098,2820.0,3352,2535.0,8,4,9,40
1697022891.81992,5600,14000.0,2212,5530.0,3204,8010.0,8,1,9,40
1697022895.844763,6704,16760.0,1836,4590.0,2958,7395.0,8,1,9,40
1697022899.930118,5995,14987.5,2108,5270.0,2648,6620.0,8,1,9,40
1697022903.586037,6837,9785.0,2878,3665.0,2882,3670.0,8,2,9,40
1697022905.829258,4805,4850.0,3592,3310.0,3397,3135.0,8,3,9,40
1697022907.927171,6049,4892.5,4396,2925.0,3138,2217.5,8,4,9,40
1697022909.743084,5601,14002.5,2060,5150.0,2700,6750.0,8,1,9,40
1697022913.074963,6057,5265.0,4346,2815.0,3599,2695.0,8,4,9,40
1697022914.810983,6596,8632.5,3012,3940.0,2917,3847.5,8,2,9,40
1697022917.221965,7284,5055.0,4206,2735.0,3601,2995.0,8,4,9,40
1697022919.22409,7491,8105.0,3806,3295.0,3139,3080.0,8,3,9,40
1697022921.080461,6162,15405.0,2002,5005.0,2516,6290.0,8,1,9,40
1697022924.060035,5790,14475.0,2086,5215.0,2946,7365.0,8,1,9,40
1697022928.177015,5629,8777.5,2746,3475.0,2894,4125.0,8,2,9,40
1697022930.713954,5177,6005.0,3534,3005.0,4825,5142.5,8,3,9,40
1697022932.888819,7471,5105.0,4352,2920.0,3368,2390.0,8,4,9,40
1697022934.777086,5947,14867.5,2044,5110.0,2812,7030.0,8,1,9,40
1697022938.648498,6175,4520.0,4490,3000.0,3216,2382.5,8,4,9,40
1697022940.306537,6219,15547.5,2010,5025.0,3194,7985.0,8,1,9,40
1697022945.549279,6699,16747.5,2118,5295.0,2680,6700.0,8,1,9,40
1697022950.402951,7048,5132.5,4154,2990.0,5100,3807.5,8,4,9,40
1697022952.627322,6234,7827.5,3152,3995.0,3562,4765.0,8,2,9,40
1697022955.962931,6186,4170.0,4120,2715.0,3748,2700.0,8,4,9,40
1697022957.635692,4582,11455.0,1800,4500.0,2306,5765.0,8,1,9,40
1697022960.827848,7588,6797.5,3648,3150.0,4796,4455.0,8,3,9,40
1697022962.979182,6884,6225.0,3366,2960.0,4940,5220.0,8,3,9,40
1697022965.195928,5295,4960.0,3696,3315.0,5459,5980.0,8,3,9,40
1697022967.105099,4760,3775.0,3704,2765.0,3583,3337.5,8,4,9,40
1697022968.794457,5867,3937.5,4368,2970.0,3093,2590.0,8,4,9,40
1697022970.751565,5917,14792.5,2246,5615.0,3044,7610.0,8,1,9,40
1697022974.319509,5593,13982.5,1958,4895.0,2994,7485.0,8,1,9,40
1697022979.329422,6104,7712.5,3008,3900.0,3012,3800.0,8,2,9,40
1697022981.627715,6429,16072.5,2022,5055.0,2860,7150.0,8,1,9,40
1697022986.252806,5746,14365.0,2292,5730.0,3100,7750.0,8,1,9,40
1697022990.304016,5159,7537.5,2762,3485.0,2975,4020.0,8,2,9,40
1697022992.667701,6482,16205.0,2240,5600.0,2634,6585.0,8,1,9,40
1697022996.3297,7099,6317.5,3504,3115.0,3776,3510.0,8,3,9,40
1697022998.740493,6989,17472.5,1920,4800.0,2966,7415.0,8,1,9,40
1697023003.014391,6216,15540.0,2032,5080.0,3318,8295.0,8,1,9,40
1697023007.227962,6598,16495.0,1988,4970.0,2700,6750.0,8,1,9,40
1697023010.749162,7525,6777.5,3472,3240.0,6646,7040.0,8,3,9,40
1697023013.690642,6647,5825.0,3662,3080.0,3623,3305.0,8,3,9,40
1697023015.943117,6438,16095.0,2270,5675.0,3452,8630.0,8,1,9,40
1697023020.344163,6669,5535.0,4240,2755.0,3408,2570.0,8,4,9,40
1697023022.454643,5783,4525.0,4276,2890.0,3381,2352.5,8,4,9,40
1697023024.289827,6495,5010.0,4516,2890.0,5790,4570.0,8,4,9,40
1697023026.258869,6357,5150.0,4430,2955.0,3930,2720.0,8,4,9,40
1697023028.128687,5870,4705.0,4168,2805.0,3755,3690.0,8,4,9,40
1697023029.758941,5489,6945.0,2856,3655.0,3130,3980.0,8,2,9,40
1697023032.269798,6260,8500.0,2850,3690.0,3116,3930.0,8,2,9,40
1697023034.851896,7271,6805.0,3376,3200.0,3238,3185.0,8,3,9,40
1697023037.033218,5016,6365.0,2772,3470.0,3108,3930.0,8,2,9,40
1697023039.659064,6499,4570.0,4122,2760.0,2907,2112.5,8,4,9,40
1697023041.416157,6913,5015.0,4246,2770.0,3497,2745.0,8,4,9,40
1697023043.314141,6044,8127.5,2748,3585.0,4558,6995.0,8,2,9,40
1697023045.713289,6616,6400.0,3660,3335.0,3397,3465.0,8,3,9,40
1697023048.072066,6661,5585.0,4034,2660.0,3159,2200.0,8,4,9,40
1697023049.824729,6636,5472.5,4256,2825.0,3276,2775.0,8,4,9,40
1697023051.52039,5852,9120.0,2682,3520.0,2917,3985.0,8,2,9,40
1697023053.943095,5390,13475.0,1884,4710.0,2326,5815.0,8,1,9,40
1697023057.059359,6866,4965.0,4394,2825.0,3164,2492.5,8,4,9,40
1697023058.822457,6229,6055.0,3958,2830.0,3254,2440.0,8,4,9,40
1697023060.771683,7120,10537.5,2890,3700.0,3220,4050.0,8,2,9,40
1697023063.547631,6898,5775.0,3932,2845.0,3661,2695.0,8,4,9,40
1697023065.436707,6425,7325.0,3806,3305.0,3316,2845.0,8,3,9,40
1697023067.757153,6177,8080.0,2872,3905.0,3030,4385.0,8,2,9,40
1697023070.293204,6582,8992.5,2838,3955.0,3437,5605.0,8,2,9,40
1697023072.844847,5092,4907.5,3318,3010.0,2951,2615.0,8,3,9,40
1697023074.313436,6289,8757.5,2844,3685.0,4316,7040.0,8,2,9,40
1697023076.762858,5635,4017.5,4340,2865.0,3033,2105.0,8,4,9,40
1697023078.620604,6225,4622.5,4174,2740.0,5862,4550.0,8,4,9,40
1697023080.699696,6431,5955.0,3638,3290.0,3278,2985.0,8,3,9,40
1697023082.543535,7289,5142.5,4228,2850.0,4048,2845.0,8,4,9,40
1697023084.607526,6451,4875.0,4028,2735.0,3516,2395.0,8,4,9,40
1697023086.408963,7208,9630.0,2904,3880.0,3304,4595.0,8,2,9,40
1697023089.293923,5390,13475.0,2210,5525.0,2946,7365.0,8,1,9,40
1697023093.160444,6659,7285.0,3470,2990.0,3157,2750.0,8,3,9,40
1697023095.237793,7301,6290.0,4092,2740.0,3499,2675.0,8,4,9,40
1697023097.145415,6032,4840.0,4326,2870.0,2966,2370.0,8,4,9,40
1697023098.742452,6247,7932.5,2790,3810.0,2985,3995.0,8,2,9,40
1697023100.982963,7031,7360.0,3506,2950.0,3201,2780.0,8,3,9,40
1697023102.983209,5346,13365.0,2112,5280.0,3078,7695.0,8,1,9,40
1697023107.762413,5704,5420.0,3640,3175.0,3234,2800.0,8,3,9,40
1697023109.747863,5034,12585.0,2306,5765.0,2984,7460.0,8,1,9,40
