SEED,DIST TRAVELLED RANDOM,TIME TAKEN RANDOM,DIST TRAVELLED HEURISTIC,TIME TAKEN HEURISTIC,DIST TRAVELLED OPTIMAL,TIME TAKEN OPTIMAL,NO OF CROSS AISLES,NO OF PICKERS,NO ROWS COLS,NO SKUS
1697278886.257056,418,165.0,960,200.0,226,90.0,0,17,1,12
1697278887.260116,420,190.0,560,200.0,332,180.0,0,11,1,14
1697278888.262222,378,150.0,880,200.0,190,85.0,0,14,1,11
1697278889.26383,496,190.0,800,200.0,304,105.0,0,12,1,19
1697278890.266146,338,320.0,240,200.0,174,180.0,0,3,1,15
1697278891.267186,74,185.0,80,200.0,34,85.0,0,5,1,1
1697278892.269406,558,200.0,880,200.0,262,100.0,0,16,1,11
1697278893.272426,604,200.0,1040,200.0,300,100.0,0,18,1,13
1697278894.274824,478,190.0,880,200.0,218,90.0,0,14,1,11
1697278895.276652,204,510.0,80,200.0,70,175.0,0,1,1,13
1697278898.597751,498,205.0,640,200.0,286,120.0,0,13,1,15
1697278899.600123,280,205.0,480,200.0,112,105.0,0,15,1,6
1697278900.600795,172,150.0,320,200.0,84,80.0,0,11,1,4
1697278901.60234,180,450.0,80,200.0,46,115.0,0,1,1,12
1697278902.604368,426,195.0,560,200.0,422,200.0,0,13,1,14
1697278903.606238,396,205.0,640,200.0,270,110.0,0,10,1,16
1697278904.607762,394,180.0,640,200.0,278,140.0,0,8,1,16
1697278905.610288,620,205.0,1040,200.0,280,105.0,0,15,1,13
1697278906.613795,82,205.0,80,200.0,42,105.0,0,7,1,1
1697278907.614816,178,140.0,320,200.0,54,65.0,0,11,1,4
1697278908.615822,266,155.0,480,200.0,134,95.0,0,17,1,6
1697278909.617808,534,205.0,800,200.0,306,120.0,0,14,1,20
1697278910.619018,276,320.0,240,200.0,130,110.0,0,3,1,14
1697278911.620578,466,200.0,720,200.0,378,145.0,0,14,1,17
1697278912.624065,332,185.0,720,200.0,188,90.0,0,19,1,9
1697278913.625611,500,205.0,640,200.0,280,105.0,0,8,1,15
1697278914.6276,74,105.0,160,200.0,66,95.0,0,16,1,2
1697278915.628946,574,205.0,720,200.0,432,175.0,0,10,1,18
1697278916.631144,38,95.0,80,200.0,34,85.0,0,8,1,1
1697278917.632189,472,205.0,720,200.0,184,105.0,0,19,1,9
1697278918.632189,592,205.0,1280,200.0,240,105.0,0,18,1,16
